,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas,mut inf scr1,adj mis1,norm mis1,adj rand s1,complet1,homogen1,vmeas1
0,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spectral warp,[0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 1 0 0],0.00551,-0.03305,0.00822,-0.0398,0.00851,0.00795,0.00822,43.0,28.0,43.0,43.0,43.0,43.0,43.0
1,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,aff prop,[0 0 0 0 0 0 1 1 0 1 1 1 2 0 2 2 1 1 0 0],0.1487,0.09422,0.17873,0.07083,0.14891,0.21452,0.17579,13.0,2.0,12.0,2.0,14.0,13.0,11.0
2,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,pca,[1 0 1 0 0 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0],0.00551,-0.03305,0.00822,-0.0398,0.00851,0.00795,0.00822,43.0,26.0,43.0,43.0,43.0,43.0,43.0
3,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spectral overlap,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.03597,0.0,0.09698,0.0,0.18121,0.0519,0.08069,22.0,20.0,19.0,18.0,9.0,22.0,20.0
4,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,km_choice,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,34.0,28.0,26.0,28.0,28.0,28.0
5,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,km_ent,[0 1 0 1 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1],0.00551,-0.03305,0.00822,-0.0398,0.00851,0.00795,0.00822,43.0,28.0,43.0,43.0,43.0,43.0,43.0
6,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,km_con,[1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0],0.0067,-0.0333,0.01073,-0.03068,0.01192,0.00967,0.01068,41.0,32.0,41.0,39.0,41.0,41.0,41.0
7,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spect_cos_cat,[0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0],0.03243,0.00325,0.05506,0.00654,0.06481,0.04678,0.05434,23.0,19.0,22.0,16.0,22.0,23.0,22.0
8,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,aff_cos_cat,[1 1 1 0 0 1 1 1 1 1 1 1 2 1 3 4 1 1 1 1],0.17495,0.04191,0.22208,-0.00441,0.1954,0.25241,0.22027,11.0,13.0,9.0,19.0,8.0,11.0,9.0
9,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spect_cos_ent,[1 1 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0],0.05067,0.0348,0.07564,0.04422,0.07826,0.0731,0.0756,20.0,16.0,21.0,6.0,21.0,20.0,21.0
10,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,aff_cos_ent,[0 0 0 0 0 0 1 1 0 2 3 1 0 0 0 0 1 2 0 0],0.03658,-0.07411,0.04434,-0.04791,0.03726,0.05278,0.04368,21.0,53.0,23.0,50.0,25.0,21.0,23.0
11,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spect_rbf,[0 1 1 1 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1],0.0,-0.04091,0.0,-0.05322,0.0,0.0,0.0,49.0,47.0,49.0,51.0,49.0,49.0,49.0
12,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spect_esk_sim,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,34.0,28.0,26.0,28.0,28.0,28.0
13,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,aff_esk_sim,[0 1 0 1 2 2 2 2 2 2 2 2 3 2 4 5 2 2 2 6],0.27726,0.05407,0.28492,-0.0045,0.20295,0.4,0.26927,5.0,11.0,2.0,22.0,5.0,5.0,2.0
14,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spect_lin_sim,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0],0.0,-0.04567,0.0,-0.03486,0.0,0.0,0.0,52.0,51.0,52.0,41.0,52.0,52.0,52.0
15,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,aff_lin_sim,[0 1 0 1 1 1 1 1 1 1 1 1 2 1 3 4 1 1 1 5],0.21511,0.03965,0.24873,0.00888,0.19935,0.31034,0.24276,8.0,14.0,6.0,14.0,6.0,8.0,5.0
16,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,comp_hr_esk_dis,[0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,34.0,28.0,26.0,28.0,28.0,28.0
17,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,avg_hr_esk_dis,[0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,34.0,28.0,26.0,28.0,28.0,28.0
18,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,comp_hr_lin_din,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,34.0,28.0,26.0,28.0,28.0,28.0
19,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,avg_hr_lin_dis,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,34.0,28.0,26.0,28.0,28.0,28.0
20,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spect_edr,[0 1 1 1 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1],0.0,-0.04091,0.0,-0.05322,0.0,0.0,0.0,49.0,47.0,49.0,51.0,49.0,49.0,49.0
21,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,aff_edr,[0 0 0 3 0 1 1 1 0 1 1 1 2 1 2 2 1 1 0 3],0.17953,0.07297,0.19401,0.06346,0.14533,0.25901,0.18619,10.0,3.0,11.0,3.0,15.0,10.0,10.0
22,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spectral bad warp,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,34.0,28.0,26.0,28.0,28.0,28.0
23,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,affinity bad warp,[0 1 0 1 1 2 2 2 2 2 2 2 3 2 3 3 2 2 2 4],0.31419,0.15545,0.33382,0.05643,0.24585,0.45328,0.31879,1.0,1.0,1.0,4.0,1.0,1.0,1.0
24,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,PCA bad euclid,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,34.0,28.0,26.0,28.0,28.0,28.0
25,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spectral bad eucsim,[1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0],0.0067,-0.0333,0.01073,-0.03068,0.01192,0.00967,0.01068,41.0,32.0,41.0,39.0,41.0,41.0,41.0
26,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,affinity bad eucsim,[0 1 0 1 1 3 2 2 3 2 2 2 4 3 5 6 2 2 3 3],0.28588,0.05441,0.26506,0.00917,0.17035,0.41243,0.24111,2.0,10.0,5.0,13.0,12.0,2.0,7.0
27,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spectral bad cosine,[0 1 0 1 1 1 0 0 1 0 0 0 1 1 0 0 0 0 1 0],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,26.0,23.0,26.0,23.0,26.0,26.0,26.0
28,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,affinity bad cosine,[3 3 3 3 3 3 0 0 3 1 2 0 3 3 3 3 0 3 3 3],0.06931,-0.04287,0.0892,-0.04095,0.07957,0.1,0.08862,18.0,50.0,20.0,48.0,20.0,18.0,19.0
29,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spectral bad rbf,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,34.0,28.0,26.0,28.0,28.0,28.0
30,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,affinity bad rbf,[0 1 0 1 1 1 1 1 1 1 1 1 2 1 3 4 1 1 1 5],0.21511,0.03965,0.24873,0.00888,0.19935,0.31034,0.24276,8.0,14.0,6.0,14.0,6.0,8.0,5.0
31,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spectral bad edr,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.07488,0.05993,0.15775,0.02146,0.23035,0.10803,0.14708,15.0,5.0,14.0,9.0,2.0,15.0,14.0
32,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,affinity bad edr,[0 1 0 4 2 2 3 3 1 5 4 5 4 4 4 1 3 4 4 5],0.26318,0.06188,0.24376,0.10563,0.1565,0.37968,0.22164,6.0,4.0,8.0,1.0,13.0,6.0,8.0
33,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,kmeans badset,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,34.0,28.0,26.0,28.0,28.0,28.0
34,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,complete badset,[0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,34.0,28.0,26.0,28.0,28.0,28.0
35,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,average badset,[0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,34.0,28.0,26.0,28.0,28.0,28.0
36,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,ward badset,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,28.0,34.0,28.0,26.0,28.0,28.0,28.0
37,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spectral eblock warp,[1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 0 0 0 1 1],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,26.0,24.0,26.0,23.0,26.0,26.0,26.0
38,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,affinity eblock warp,[0 1 1 1 1 0 2 2 0 2 2 2 1 0 3 3 2 2 0 4],0.16078,0.02345,0.16089,0.00228,0.1116,0.23195,0.1507,12.0,17.0,13.0,17.0,18.0,12.0,13.0
39,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,PCA eblock euclid,[1 0 0 0 0 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0],0.0,-0.04091,0.0,-0.05322,0.0,0.0,0.0,49.0,49.0,49.0,51.0,49.0,49.0,49.0
40,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spectral eblock eucsim,[0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 1 0 0],0.00551,-0.03305,0.00822,-0.0398,0.00851,0.00795,0.00822,43.0,28.0,43.0,43.0,43.0,43.0,43.0
41,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,affinity eblock eucsim,[0 1 1 1 1 0 2 2 0 2 2 2 3 0 4 5 2 2 0 6],0.28588,0.05724,0.26853,0.03205,0.17484,0.41243,0.24558,2.0,8.0,3.0,7.0,10.0,2.0,3.0
42,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spectral eblock cosine,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1],0.07488,0.05993,0.15775,0.02146,0.23035,0.10803,0.14708,15.0,5.0,14.0,9.0,2.0,15.0,14.0
43,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,affinity eblock cosine,[0 0 0 0 0 0 1 1 0 2 3 4 0 0 0 4 1 2 0 0],0.12084,-0.0177,0.13242,-0.01348,0.10058,0.17433,0.12757,14.0,25.0,17.0,25.0,19.0,14.0,17.0
44,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spectral eblock rbf,[0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1],0.02416,-0.00575,0.03712,-0.00441,0.03955,0.03485,0.03705,24.0,22.0,24.0,19.0,23.0,24.0,24.0
45,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,affinity eblock rbf,[0 1 1 1 1 0 2 2 0 2 2 2 3 0 4 5 2 2 0 6],0.28588,0.05724,0.26853,0.03205,0.17484,0.41243,0.24558,2.0,8.0,3.0,7.0,10.0,2.0,3.0
46,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,spectral eblock edr,[0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0],0.0,-0.04567,0.0,-0.03486,0.0,0.0,0.0,52.0,51.0,52.0,41.0,52.0,52.0,52.0
47,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,affinity eblock edr,[0 1 3 4 2 2 3 3 1 6 4 6 5 5 5 1 3 0 0 6],0.22493,0.0116,0.19495,0.01156,0.11711,0.32451,0.17211,7.0,18.0,10.0,12.0,16.0,7.0,12.0
48,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,kmeans eblockset,[0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],0.06329,0.05187,0.10137,0.0526,0.11254,0.09131,0.10082,19.0,12.0,18.0,5.0,17.0,19.0,18.0
49,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,complete eblockset,[1 0 0 0 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0],0.00551,-0.03305,0.00822,-0.0398,0.00851,0.00795,0.00822,43.0,26.0,43.0,43.0,43.0,43.0,43.0
50,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,average eblockset,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1],0.07488,0.05993,0.15775,0.02146,0.23035,0.10803,0.14708,15.0,5.0,14.0,9.0,2.0,15.0,14.0
51,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,ward eblockset,[1 0 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0],0.02416,-0.00575,0.03712,-0.00441,0.03955,0.03485,0.03705,24.0,21.0,24.0,19.0,23.0,24.0,24.0
52,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.1, 1]","[0.3, 0.3]",,levenstein,[0 0 0 0 0 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0],0.00506,-0.03311,0.00733,-0.04442,0.00735,0.0073,0.00733,48.0,31.0,48.0,49.0,48.0,48.0,48.0
53,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.05, 1]","[0.3, 0.3]",,spectral warp,[0 0 0 0 0 0 1 0 0 1 0 1 1 1 1 0 0 1 1 1],0.13251,0.15824,0.19186,0.20877,0.19256,0.19116,0.19186,24.0,16.0,21.0,12.0,15.0,24.0,20.0
54,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.05, 1]","[0.3, 0.3]",,aff prop,[0 2 2 2 2 2 0 2 2 0 1 0 0 0 0 2 2 0 0 0],0.14935,0.10872,0.19392,0.16192,0.17453,0.21546,0.19285,22.0,18.0,19.0,17.0,21.0,22.0,19.0
55,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.05, 1]","[0.3, 0.3]",,pca,[0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0],0.1484,0.18162,0.22152,0.21227,0.22921,0.21409,0.22139,23.0,11.0,14.0,11.0,14.0,23.0,14.0
56,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.05, 1]","[0.3, 0.3]",,spectral overlap,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.03597,0.0,0.09698,0.0,0.18121,0.0519,0.08069,34.0,33.0,30.0,32.0,18.0,34.0,30.0
57,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.05, 1]","[0.3, 0.3]",,km_choice,[1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1],0.00997,-0.0342,0.01841,-0.01731,0.02358,0.01438,0.01786,37.0,39.0,37.0,36.0,37.0,37.0,37.0
58,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.05, 1]","[0.3, 0.3]",,km_ent,[1 0 0 0 0 0 1 0 0 1 1 1 1 1 1 0 0 1 1 1],0.13251,0.15824,0.19186,0.20877,0.19256,0.19116,0.19186,24.0,14.0,21.0,12.0,15.0,24.0,20.0
59,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.05, 1]","[0.3, 0.3]",,km_con,[0 1 1 1 1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 0],0.0462,0.02866,0.0669,0.03998,0.06714,0.06665,0.0669,31.0,24.0,34.0,28.0,34.0,31.0,34.0
60,"[0, 2, 4]","[1, 1, 1]",100.0,10.0,softmax,"[0.05, 1]","[0.3, 0.3]",,spect_cos_cat,[0 0 0 0 0 1 1 0 0 1 0 1 1 1 1 0 0 0 1 1],0.0462,0.02866,0.0669,0.03998,0.06714,0.06665,0.0669,31.0,26.0,34.0,28.0,34.0,31.0,34.0
